object_id,title_zh,title_en,time_period,dynasty_id,type,material,description,dimensions,museum_id,location_id,detail_url,image_url,image_path,credit_line,accession_number,crawl_date,image_validated,last_updated,created_at,type_zh,material_zh,description_zh,artist_zh,artist
5827,香炉,Incense burner,1700-1800,27,Ceramics,Porcelain with imitation guan ware glaze,Porcelain with imitation guan ware glaze,H. 2 5/8 in x Diam. 5 in,2,,https://searchcollection.asianart.org/objects/4295/incense-burner?ctx=af427db0748bb9a47e82a9d869f9122ac5d0d343&idx=2356,https://searchcollection.asianart.org/internal/media/dispatcher/17498/preview,,The Avery Brundage Collection,B60P1479,2026-06-03,1,,,陶瓷,仿官窑釉瓷器,仿官窑釉瓷器,,
5828,花瓶,Vase,1700-1800,27,Ceramics,Porcelain with imitation guan ware glaze,Porcelain with imitation guan ware glaze,H. 5 1/2 in x W. 3 1/4 in,2,,https://searchcollection.asianart.org/objects/4297/vase?ctx=af427db0748bb9a47e82a9d869f9122ac5d0d343&idx=2358,https://searchcollection.asianart.org/internal/media/dispatcher/17481/preview,,The Avery Brundage Collection,B60P1472,2026-06-03,1,,,陶瓷,仿官窑釉瓷器,仿官窑釉瓷器,,
5829,低水位容器,Low water receptacle,1700-1800,27,Ceramics,Porcelain with imitation guan ware glaze,Porcelain with imitation guan ware glaze,H. 2 in x W. 6 in,2,,https://searchcollection.asianart.org/objects/4299/low-water-receptacle?ctx=af427db0748bb9a47e82a9d869f9122ac5d0d343&idx=2360,https://searchcollection.asianart.org/internal/media/dispatcher/17478/preview,,The Avery Brundage Collection,B60P1470,2026-06-03,1,,,陶瓷,仿官窑釉瓷器,仿官窑釉瓷器,,
5830,水容器,Water receptacle,1700-1800,27,Ceramics,Porcelain with imitation guan ware glaze,Porcelain with imitation guan ware glaze,,2,,https://searchcollection.asianart.org/objects/4300/water-receptacle?ctx=af427db0748bb9a47e82a9d869f9122ac5d0d343&idx=2361,https://searchcollection.asianart.org/internal/media/dispatcher/17477/preview,,The Avery Brundage Collection,B60P1469,2026-06-03,1,,,陶瓷,仿官窑釉瓷器,仿官窑釉瓷器,,
5831,莲荚状菜肴,Dish in the form of a lotus seedpod,1644-1911,27,Ceramics,Porcelain with crackled glaze,Porcelain with crackled glaze,H. 2 in x W. 6 in,2,,https://searchcollection.asianart.org/objects/4302/dish-in-the-form-of-a-lotus-seedpod?ctx=af427db0748bb9a47e82a9d869f9122ac5d0d343&idx=2363,https://searchcollection.asianart.org/internal/media/dispatcher/17475/preview,,The Avery Brundage Collection,B60P1467,2026-06-03,1,,,陶瓷,釉面有裂纹的瓷器,釉面有裂纹的瓷器,,
5832,瓶形花瓶,Bottle-shaped vase,1700-1800,27,Ceramics,Porcelain with imitation guan ware glaze,Porcelain with imitation guan ware glaze,H. 5 in x W. 3 1/2 in,2,,https://searchcollection.asianart.org/objects/4303/bottleshaped-vase?ctx=81ec55f677311d665b977ec27efb68188f0f1698&idx=2364,https://searchcollection.asianart.org/internal/media/dispatcher/17474/preview,,The Avery Brundage Collection,B60P1466,2026-06-03,1,,,陶瓷,仿官窑釉瓷器,仿官窑釉瓷器,,
5833,花瓶（美萍）,Vase (meiping),1700-1800,27,Ceramics,Porcelain with imitation guan ware glaze,Porcelain with imitation guan ware glaze,H. 6 in x W. 3 1/2 in,2,,https://searchcollection.asianart.org/objects/4304/vase-meiping?ctx=81ec55f677311d665b977ec27efb68188f0f1698&idx=2365,https://searchcollection.asianart.org/internal/media/dispatcher/17473/preview,,The Avery Brundage Collection,B60P1465,2026-06-03,1,,,陶瓷,仿官窑釉瓷器,仿官窑釉瓷器,,
5834,带有财富和长寿字样的皮带扣,Belt clasp with characters for fortune and longevity,1644-1911,27,Jade And Stones,Jadeite,Jadeite,"H. 1 in x W. 4 1/16 in x D. 1 3/8 in, H. 2.54 cm x W. 10.32 cm x W. 3.49 cm",2,,https://searchcollection.asianart.org/objects/4315/belt-clasp-with-characters-for-fortune-and-longevity?ctx=81ec55f677311d665b977ec27efb68188f0f1698&idx=2375,https://searchcollection.asianart.org/internal/media/dispatcher/60149/preview,,The Avery Brundage Collection,B69J20.a-.b,2026-06-03,1,,,玉石与石头,翡翠,翡翠,,
5835,皇家风格的方形铰链花瓶,"Hinged square vases, after an imperial style",1900-1950,28,Jade And Stones,Nephrite,Nephrite,"H. 3 1/4 in x W. 2 5/8 in x D. 1 in, H. 8.3 cm x W. 6.7 cm x D. 2.5 cm",2,,https://searchcollection.asianart.org/objects/4319/hinged-square-vases-after-an-imperial-style?ctx=4afbcaa254b36a9d0af70fd790a7e29f6e9d20b9&idx=2376,https://searchcollection.asianart.org/internal/media/dispatcher/13861/preview,,The Avery Brundage Collection,B60J134,2026-06-03,1,,,玉石与石头,软玉,软玉,,
5836,十字弓机构,Crossbow mechanism,206 BCE-9 CE,9,Arms And Armament,Bronze,Bronze,"H. 2 3/4 in x W. 2 3/4 in x D.3/4 in, H. 6 cm x W. 7 cm x D. 1.9 cm",2,,https://searchcollection.asianart.org/objects/4324/crossbow-mechanism?ctx=4afbcaa254b36a9d0af70fd790a7e29f6e9d20b9&idx=2380,https://searchcollection.asianart.org/internal/media/dispatcher/12628/preview,,The Avery Brundage Collection,B60B992,2026-06-03,1,,,武器和军备,青铜,青铜,,
5837,仪式武器Ax,Ceremonial Weapon Ax,1000-800 BCE,3,Arms And Armament,Bronze; Smooth silvery green patina,Bronze; Smooth silvery green patina,H. 6 3/4 in x W. 4 1/2 in,2,,https://searchcollection.asianart.org/objects/4356/ceremonial-weapon-ax?ctx=0478ba0b72bd4ae549ab63616f3dded2e0ac3886&idx=2411,https://searchcollection.asianart.org/internal/media/dispatcher/70933/preview,,The Avery Brundage Collection,B60B1065,2026-06-03,1,,,武器和军备,青铜；光滑的银绿色光泽,青铜；光滑的银绿色光泽,,
5838,礼仪酒器（hu）,Ritual wine vessel (hu),850-771 BCE,3,Metal Arts,Bronze,Bronze,"H. 13 1/2 in x W. 10 in, H. 34.3 cm x W. 25.4 cm",2,,https://searchcollection.asianart.org/objects/4358/ritual-wine-vessel-hu?ctx=fb47abce59886240b012043c4822e1170c7fbc0c&idx=2412,https://searchcollection.asianart.org/internal/media/dispatcher/12878/preview,,The Avery Brundage Collection,B60B1074,2026-06-03,1,,,金属艺术,青铜,青铜,,
5839,战车改装,Chariot fitting,850-770 BCE,3,Metal Arts,Bronze,Bronze,H. 2 1/2 in x W. 4 1/2 in,2,,https://searchcollection.asianart.org/objects/4360/chariot-fitting?ctx=fb47abce59886240b012043c4822e1170c7fbc0c&idx=2414,https://searchcollection.asianart.org/internal/media/dispatcher/12323/preview,,The Avery Brundage Collection,B60B799,2026-06-03,1,,,金属艺术,青铜,青铜,,
5840,三高脚仪式器皿（gui）,Ritual vessel on three high feet (gui),1050-900 BCE,3,Metal Arts,Bronze,Bronze,H. 8 in,2,,https://searchcollection.asianart.org/objects/4365/ritual-vessel-on-three-high-feet-gui?ctx=fb47abce59886240b012043c4822e1170c7fbc0c&idx=2418,https://searchcollection.asianart.org/internal/media/dispatcher/12434/preview,,The Avery Brundage Collection,B60B893,2026-06-03,1,,,金属艺术,青铜,青铜,,
5841,虎头配件，一双中的一个,"Tiger head fitting, one of a pair",800-600 BCE,18,Metal Arts,Bronze,Bronze,"H. 2 1/8 in x W. 2 1/8 in, H. 5.4 cm x W. 5.4 cm",2,,https://searchcollection.asianart.org/objects/4377/tiger-head-fitting-one-of-a-pair?ctx=9ae2e4ed23a795db2d39a244aca17f038c9e51c6&idx=2430,https://searchcollection.asianart.org/internal/media/dispatcher/12408/preview,,The Avery Brundage Collection,B60B871,2026-06-03,1,,,金属艺术,青铜,青铜,,
5842,虎头配件，一双中的一个,"Tiger head fitting, one of a pair",800-600 BCE,18,Metal Arts,Bronze,Bronze,"H. 2 1/8 in x W. 2 1/8 in, H. 5.4 cm x W. 5.4 cm",2,,https://searchcollection.asianart.org/objects/4378/tiger-head-fitting-one-of-a-pair?ctx=9ae2e4ed23a795db2d39a244aca17f038c9e51c6&idx=2431,https://searchcollection.asianart.org/internal/media/dispatcher/12407/preview,,The Avery Brundage Collection,B60B870,2026-06-03,1,,,金属艺术,青铜,青铜,,
5843,仪式食品容器（斗）,Ritual food vessel (dou),850-771 BCE,3,Metal Arts,Bronze,Bronze,H. 5 1/2 in x W. 9 3/8 in,2,,https://searchcollection.asianart.org/objects/4380/ritual-food-vessel-dou?ctx=9ae2e4ed23a795db2d39a244aca17f038c9e51c6&idx=2433,https://searchcollection.asianart.org/internal/media/dispatcher/12485/preview,,The Avery Brundage Collection,B60B933,2026-06-03,1,,,金属艺术,青铜,青铜,,
5844,仪式食品容器（方鼎）,Ritual food vessel (fangding),1050-900 BCE,3,Metal Arts,Bronze,Bronze,"H. 10 1/4 in x L. 7 3/8 in x Diam. 6 in, H. 26 cm x L. 18.7 cm x Diam. 15.2 cm",2,,https://searchcollection.asianart.org/objects/4393/ritual-food-vessel-fangding?ctx=c6b294adeb9fd6fdb8a79da200a308679be644f3&idx=2445,https://searchcollection.asianart.org/internal/media/dispatcher/58057/preview,,The Avery Brundage Collection,B60B954,2026-06-03,1,,,金属艺术,青铜,青铜,,
5845,礼器（李鼎）,Ritual vessel (li ding),1050-900 BCE,3,Metal Arts,Bronze,Bronze,H. 5 7/8 in x Diam. 5 1/4 in,2,,https://searchcollection.asianart.org/objects/4398/ritual-vessel-li-ding?ctx=cdb63dcdf847c4cd26b6a85d5777ae4bdb0ec76e&idx=2450,https://searchcollection.asianart.org/internal/media/dispatcher/12518/preview,,The Avery Brundage Collection,B60B944,2026-06-03,1,,,金属艺术,青铜,青铜,,
5846,仪式酒器（he）,Ritual wine vessel (he),850-771 BCE,3,Metal Arts,Bronze,Bronze,H. 6 in x W. 11 1/2 in,2,,https://searchcollection.asianart.org/objects/4400/ritual-wine-vessel-he?ctx=cdb63dcdf847c4cd26b6a85d5777ae4bdb0ec76e&idx=2452,https://searchcollection.asianart.org/internal/media/dispatcher/51348/preview,,The Avery Brundage Collection,B60B938,2026-06-03,1,,,金属艺术,青铜,青铜,,
5847,水容器,Water container,1662-1722,27,Ceramics,"Porcelain with underglaze red and overglaze multicolor
decoration","Porcelain with underglaze red and overglaze multicolor
decoration","H. 3 1/2 in x Diam. 3 1/2 in, H. 8.9 cm x Diam. 8.9 cm",2,,https://searchcollection.asianart.org/objects/4425/water-container?ctx=a4e805ad67701285e422e080618794523a1b10c2&idx=2469,https://searchcollection.asianart.org/internal/media/dispatcher/60035/preview,,The Avery Brundage Collection,B60P1346,2026-06-03,1,,,陶瓷,釉下红釉上彩瓷器,釉下红釉上彩瓷器,,
5848,五瓣花形状的平底盘子,Flat-bottomed dish in the shape of a five-lobed flower,1127-1279,23,Ceramics,"High-fired ceramic with incised decoration under glaze
(Longquan ware)","High-fired ceramic with incised decoration under glaze
(Longquan ware)","H. 1 7/8 in x Diam. 4 3/8 in, H. 4.8 cm x Diam. 11.1 cm",2,,https://searchcollection.asianart.org/objects/4436/flatbottomed-dish-in-the-shape-of-a-fivelobed-flower?ctx=9735154851e0256a9afbbf1ef83d6f0b6750ac65&idx=2478,https://searchcollection.asianart.org/internal/media/dispatcher/17733/preview,,The Avery Brundage Collection,B60P1696,2026-06-03,1,,,陶瓷,釉下雕花高火陶瓷（龙泉窑）,釉下雕花高火陶瓷（龙泉窑）,,
5849,带有花卷轴设计的碗,Bowl with design of flower scrolls,960-1127,22,Ceramics,"High-fired ceramic with carved decoration under glaze
(Yaozhou ware)","High-fired ceramic with carved decoration under glaze
(Yaozhou ware)","H. 2 3/4 in x Diam. 7 3/8 in, H. 7 cm x Diam. 18.8 cm",2,,https://searchcollection.asianart.org/objects/4481/bowl-with-design-of-flower-scrolls?ctx=a715bc2fb6452c82a4a39180e551f8443b6892c2&idx=2510,https://searchcollection.asianart.org/internal/media/dispatcher/17425/preview,,The Avery Brundage Collection,B60P1431,2026-06-03,1,,,陶瓷,釉下雕花烧陶（耀州瓷）,釉下雕花烧陶（耀州瓷）,,
5850,浅碗牡丹花图案,Shallow bowl with design of peony blooms,960-1127,22,Ceramics,"High-fired ceramic with incised decoration under glaze
(Yaozhou ware)","High-fired ceramic with incised decoration under glaze
(Yaozhou ware)","H. 1 7/8 in x Diam. 7 1/4 in, H. 4.8 cm x Diam. 18.4 cm",2,,https://searchcollection.asianart.org/objects/4482/shallow-bowl-with-design-of-peony-blooms?ctx=a715bc2fb6452c82a4a39180e551f8443b6892c2&idx=2511,https://searchcollection.asianart.org/internal/media/dispatcher/17421/preview,,The Avery Brundage Collection,B60P1429,2026-06-03,1,,,陶瓷,釉下雕花高烧陶瓷（耀州瓷）,釉下雕花高烧陶瓷（耀州瓷）,,
5851,带有花卉喷雾设计的花瓶,Vase with design of floral sprays,960-1127,22,Ceramics,High-fired ceramic with painted decoration under glaze (Cizhou ware),High-fired ceramic with painted decoration under glaze (Cizhou ware),"H. 8 in x Diam. 4 5/8 in, H. 20.3 cm x Diam. 11.8 cm",2,,https://searchcollection.asianart.org/objects/4497/vase-with-design-of-floral-sprays?ctx=a161ec1f573a1fd2fa1e04fe7c912a7280251c37&idx=2521,https://searchcollection.asianart.org/internal/media/dispatcher/76118/preview,,The Avery Brundage Collection,B60P1177,2026-06-03,1,,,陶瓷,釉下彩绘高烧陶瓷（磁州瓷）,釉下彩绘高烧陶瓷（磁州瓷）,,
5852,盘子,Plate,1127-1279,21,Ceramics,High-fired ceramic with crackled glaze (Guan ware),High-fired ceramic with crackled glaze (Guan ware),"H. 1 1/8 in x Diam. 5 1/4 in, H. 2.9 cm x Diam. 13.4 cm",2,,https://searchcollection.asianart.org/objects/4513/plate?ctx=f6459ea0ed335c535784fd50f29a1ada8afc2bc9&idx=2535,https://searchcollection.asianart.org/internal/media/dispatcher/18902/preview,,The Avery Brundage Collection,B60P2324,2026-06-03,1,,,陶瓷,烧裂釉高级陶瓷（官窑）,烧裂釉高级陶瓷（官窑）,,
5853,方形花瓶,Square vase,1700-1800,27,Ceramics,Porcelain with imitation guan ware glaze,Porcelain with imitation guan ware glaze,H. 4 in x W. 2 1/4 in,2,,https://searchcollection.asianart.org/objects/4518/square-vase?ctx=f6459ea0ed335c535784fd50f29a1ada8afc2bc9&idx=2540,https://searchcollection.asianart.org/internal/media/dispatcher/17483/preview,,The Avery Brundage Collection,B60P1473,2026-06-03,1,,,陶瓷,仿官窑釉瓷器,仿官窑釉瓷器,,
5854,灯,Lamp,618-907,18,Ceramics,Earthenware with glaze,Earthenware with glaze,"H. 18 5/8 in x Diam. 8 1/4 in, H. 47.9 cm x Diam. 21 cm",2,,https://searchcollection.asianart.org/objects/4524/lamp?ctx=dc459639e22652c838bb00a18d0b32df7de69aac&idx=2545,https://searchcollection.asianart.org/internal/media/dispatcher/16980/preview,,The Avery Brundage Collection,B60P535,2026-06-03,1,,,陶瓷,釉陶,釉陶,,
5855,带飞鹅的盘子,Plate with a flying goose,618-907,18,Ceramics,Earthenware with glaze,Earthenware with glaze,"H. 2 1/2 in x Diam. 11 1/8 in, H. 6.3 cm x Diam. 28.6 cm",2,,https://searchcollection.asianart.org/objects/4535/plate-with-a-flying-goose?ctx=dc459639e22652c838bb00a18d0b32df7de69aac&idx=2554,https://searchcollection.asianart.org/internal/media/dispatcher/16744/preview,,The Avery Brundage Collection,B60P330,2026-06-03,1,,,陶瓷,釉陶,釉陶,,
5856,带有模制动物面具腿的香炉,Incense-burner with molded animal-mask legs,960-1127,22,Ceramics,High fired ceramic with yellow and green glaze,High fired ceramic with yellow and green glaze,"H. 3 3/4 in x Diam. 5 3/4 in, H. 9.6 cm x Diam. 14.7 cm",2,,https://searchcollection.asianart.org/objects/4557/incenseburner-with-molded-animalmask-legs?ctx=1abbbff2de20c3a8622e47c9f8d5205bc5e4aa49&idx=2574,https://searchcollection.asianart.org/internal/media/dispatcher/16601/preview,,The Avery Brundage Collection,B60P215,2026-06-03,1,,,陶瓷,黄绿釉高温烧制陶瓷,黄绿釉高温烧制陶瓷,,
5857,蜡烛台,Candlestick,618-907,18,Ceramics,High-fired ceramic with glaze,High-fired ceramic with glaze,"H. 10 1/8 in x Diam. 9 1/8 in, H. 25.8 cm x Diam. 23.2 cm",2,,https://searchcollection.asianart.org/objects/4565/candlestick?ctx=d827133da378c017078ad223e6d908398198b465&idx=2581,https://searchcollection.asianart.org/internal/media/dispatcher/16516/preview,,The Avery Brundage Collection,B60P156,2026-06-03,1,,,陶瓷,高烧釉陶瓷,高烧釉陶瓷,,
5858,女士拿着暖手器,Lady holding a hand warmer,600-700,18,Ceramics,Earthenware with glaze,Earthenware with glaze,"H. 10 1/8 in x W. 2 5/8 in x D. 3 1/8 in, H. 25.7 cm x W. 6.7 cm x D. 7.9 cm",2,,https://searchcollection.asianart.org/objects/4604/lady-holding-a-hand-warmer?ctx=a011bc410df5c313edb6b2013c7978b115f691aa&idx=2613,https://searchcollection.asianart.org/internal/media/dispatcher/16692/preview,,The Avery Brundage Collection,B60P299,2026-06-03,1,,,陶瓷,釉陶,釉陶,,
5859,与母亲和她的儿子（一对中的一个）一起用餐,"Plate with mother and her son, one of a pair",1662-1722,27,Ceramics,Porcelain with overglaze multicolor decoration,Porcelain with overglaze multicolor decoration,"H. 1 1/2 in x Diam. 10 5/8 in, H. 3.8 cm x Diam. 27 cm",2,,https://searchcollection.asianart.org/objects/4619/plate-with-mother-and-her-son-one-of-a-pair?ctx=836aceb42d4ad47027fbe550910494fffb41532b&idx=2620,https://searchcollection.asianart.org/internal/media/dispatcher/16634/preview,,The Avery Brundage Collection,B60P243,2026-06-03,1,,,陶瓷,釉上彩瓷,釉上彩瓷,,
5860,痰盂,Spittoon,1662-1722,27,Ceramics,Porcelain with glaze,Porcelain with glaze,"H. 4 5/8 in x Diam. 4 1/8 in, H. 11.7 cm x Diam. 10.5 cm",2,,https://searchcollection.asianart.org/objects/4631/spittoon?ctx=4100fac75d1b3ed669ef20667d920ead0665e432&idx=2631,https://searchcollection.asianart.org/internal/media/dispatcher/16443/preview,,The Avery Brundage Collection,B60P122+,2026-06-03,1,,,陶瓷,釉面瓷器,釉面瓷器,,
5861,古代礼器形状的瓶子,Bottle in the shape of an ancient ritual vessel,1736-1795,27,Ceramics,Porcelain with crackled glaze,Porcelain with crackled glaze,"H. 10 5/8 in x Diam. 7 3/4 in, H. 27 cm x Diam. 19.7 cm",2,,https://searchcollection.asianart.org/objects/4632/bottle-in-the-shape-of-an-ancient-ritual-vessel?ctx=4100fac75d1b3ed669ef20667d920ead0665e432&idx=2632,https://searchcollection.asianart.org/internal/media/dispatcher/68513/preview,,The Avery Brundage Collection,B60P115,2026-06-03,1,,,陶瓷,釉面有裂纹的瓷器,釉面有裂纹的瓷器,,
5862,插满鲜花和桃子的花瓶,Vase with branches of flowers and peach,1723-1735,27,Ceramics,Porcelain with underglaze blue decoration,Porcelain with underglaze blue decoration,"H. 13 1/8 in x Diam. 8 5/8 in, H. 33.3 cm x Diam. 21.9 cm",2,,https://searchcollection.asianart.org/objects/4636/vase-with-branches-of-flowers-and-peach?ctx=4100fac75d1b3ed669ef20667d920ead0665e432&idx=2635,https://searchcollection.asianart.org/internal/media/dispatcher/16329/preview,,The Avery Brundage Collection,B60P81,2026-06-03,1,,,陶瓷,釉下蓝色装饰瓷器,釉下蓝色装饰瓷器,,
5863,长颈瓶,Bottle with a long neck,1662-1722,27,Ceramics,Porcelain with overglaze decoration,Porcelain with overglaze decoration,"H. 17 3/4 in x Diam. 8 5/8 in, H. 45.1 cm x Diam. 21.9 cm",2,,https://searchcollection.asianart.org/objects/4644/bottle-with-a-long-neck?ctx=4100fac75d1b3ed669ef20667d920ead0665e432&idx=2638,https://searchcollection.asianart.org/internal/media/dispatcher/16204/preview,,The Avery Brundage Collection,B60P29,2026-06-03,1,,,陶瓷,釉上装饰瓷器,釉上装饰瓷器,,
5864,带有花卉图案和卷轴的瓶子,Bottle with floral panels and scrolls,1723-1735,27,Ceramics,Porcelain with mold-impressed decoration and celadon glaze,Porcelain with mold-impressed decoration and celadon glaze,"H. 9 7/8 in x Diam. 6 1/8 in, H. 25.1 cm x Diam. 15.6 cm",2,,https://searchcollection.asianart.org/objects/4648/bottle-with-floral-panels-and-scrolls?ctx=f1b903ff4edc370d997f24210ed3e1d0cddf0973&idx=2642,https://searchcollection.asianart.org/internal/media/dispatcher/16151/preview,,The Avery Brundage Collection,B60P13,2026-06-03,1,,,陶瓷,带有模压装饰和青瓷釉的瓷器,带有模压装饰和青瓷釉的瓷器,,
5865,牛,Ox,618-907,18,Ceramics,Earthenware with glaze,Earthenware with glaze,"H. 7 3/8 in x W. 9 1/2 in x D. 3 1/2 in, H. 18.7 cm x W. 24.1 cm x D. 8.9 cm",2,,https://searchcollection.asianart.org/objects/4657/ox?ctx=f1b903ff4edc370d997f24210ed3e1d0cddf0973&idx=2647,https://searchcollection.asianart.org/internal/media/dispatcher/16703/preview,,The Avery Brundage Collection,B60P310,2026-06-03,1,,,陶瓷,釉陶,釉陶,,
5866,弥勒佛像雕刻底座,Carved base for statue of Maitreya,562,13,Sculpture,"Light gray, fine-grained limestone","Light gray, fine-grained limestone","H. 6 in x W. 13 in x D. 14 in, H. 15.2 cm x W. 33 cm x D. 35.6 cm",2,,https://searchcollection.asianart.org/objects/4663/carved-base-for-statue-of-maitreya?ctx=c63623b09864477728fbe42e9cbfad933af18660&idx=2652,https://searchcollection.asianart.org/internal/media/dispatcher/19349/preview,,The Avery Brundage Collection,B60S140+,2026-06-03,1,,,雕塑,浅灰色细粒石灰岩,浅灰色细粒石灰岩,,
5867,带有青蛙形滴管的墨水架,Inkstand with a frog-shaped water dropper,317-420,24,Ceramics,"High-fired ceramic with sculpted decoration under glaze
(Yue ware)","High-fired ceramic with sculpted decoration under glaze
(Yue ware)","H. 3 1/4 in x Diam. 5 in, H. 8.3 cm x Diam. 12.7 cm",2,,https://searchcollection.asianart.org/objects/4674/inkstand-with-a-frogshaped-water-dropper?ctx=c63623b09864477728fbe42e9cbfad933af18660&idx=2659,https://searchcollection.asianart.org/internal/media/dispatcher/67648/preview,,The Avery Brundage Collection,B60P231,2026-06-03,1,,,陶瓷,釉下雕刻装饰的高温陶瓷（越窑）,釉下雕刻装饰的高温陶瓷（越窑）,,
5868,贝尔,Bell,475-221 BCE,4,Ceramics,Stoneware with glaze,Stoneware with glaze,"H. 5 5/8 in x W. 4 1/4 in x D. 3 1/4 in, H. 14.3 cm x W. 10.8 cm x D. 8.3 cm",2,,https://searchcollection.asianart.org/objects/4675/bell?ctx=c63623b09864477728fbe42e9cbfad933af18660&idx=2660,https://searchcollection.asianart.org/internal/media/dispatcher/16578/preview,,The Avery Brundage Collection,B60P196,2026-06-03,1,,,陶瓷,釉面石器,釉面石器,,
5869,仪式用水容器，一对中的一个,"Ritual water vessel, one of a pair",1736-1795,27,Ceramics,Porcelain with multicolor decoration,Porcelain with multicolor decoration,"H. 7 7/8 in x W. 6 1/4 in x D. 4 1/2 in, H. 20.0 cm x W. 15.9 cm x D. 11.4 cm",2,,https://searchcollection.asianart.org/objects/4678/ritual-water-vessel-one-of-a-pair?ctx=c63623b09864477728fbe42e9cbfad933af18660&idx=2661,https://searchcollection.asianart.org/internal/media/dispatcher/58084/preview,,The Avery Brundage Collection,B60P179,2026-06-03,1,,,陶瓷,多彩装饰的瓷器,多彩装饰的瓷器,,
5870,仪式用水容器，一对中的一个,"Ritual water vessel, one of a pair",1736-1795,27,Ceramics,Porcelain with multicolor decoration,Porcelain with multicolor decoration,"H. 7 7/8 in x W. 6 1/4 in x D. 4 1/2 in, H. 20.0 cm x W. 15.9 cm x D. 11.4 cm",2,,https://searchcollection.asianart.org/objects/4679/ritual-water-vessel-one-of-a-pair?ctx=c63623b09864477728fbe42e9cbfad933af18660&idx=2662,https://searchcollection.asianart.org/internal/media/dispatcher/58096/preview,,The Avery Brundage Collection,B60P178,2026-06-03,1,,,陶瓷,多彩装饰的瓷器,多彩装饰的瓷器,,
5871,长方形花盆,Rectangular flowerpot,960-1234,24,Ceramics,Stoneware with glaze (Jun ware),Stoneware with glaze (Jun ware),"H. 8 3/8 in x W. 8 3/8 in x D. 8 3/4 in, H. 21.3 cm x W. 21.3 cm x D. 22.2 cm",2,,https://searchcollection.asianart.org/objects/4685/rectangular-flowerpot?ctx=13be508b50457f125334174599f377bbc28cb5bd&idx=2665,https://searchcollection.asianart.org/internal/media/dispatcher/16383/preview,,The Avery Brundage Collection,B60P99,2026-06-03,1,,,陶瓷,釉面石器（钧瓷）,釉面石器（钧瓷）,,
5872,莲花卷轴花瓶,Bottle vase with lotus scrolls,1644-1911,27,Ceramics,Porcelain with underglaze red decoration,Porcelain with underglaze red decoration,"H. 14 in x Diam. 8 in, H. 35.6 cm x Diam. 20.3 cm",2,,https://searchcollection.asianart.org/objects/4711/bottle-vase-with-lotus-scrolls?ctx=9541e532a7078c77fd308416fedc763396e9a70f&idx=2683,https://searchcollection.asianart.org/internal/media/dispatcher/16182/preview,,The Avery Brundage Collection,B60P24,2026-06-03,1,,,陶瓷,釉下红饰瓷器,釉下红饰瓷器,,
5873,龙追珠设计的瓶子,Bottle with design of dragon chasing a flaming pearl,1622-1722,27,Ceramics,Porcelain with underglaze red decoration,Porcelain with underglaze red decoration,"H. 15 7/8 in x Diam. 7 7/8 in, H. 40.3 cm x Diam. 20 cm",2,,https://searchcollection.asianart.org/objects/4712/bottle-with-design-of-dragon-chasing-a-flaming-pearl?ctx=9541e532a7078c77fd308416fedc763396e9a70f&idx=2684,https://searchcollection.asianart.org/internal/media/dispatcher/16180/preview,,The Avery Brundage Collection,B60P23,2026-06-03,1,,,陶瓷,釉下红饰瓷器,釉下红饰瓷器,,
5874,碗,Bowl,400-200 BCE,4,Decorative Arts,Lacquer,Lacquer,H. 4 3/4 in x W. 6 1/2 in,2,,https://searchcollection.asianart.org/objects/4725/bowl?ctx=9541e532a7078c77fd308416fedc763396e9a70f&idx=2687,https://searchcollection.asianart.org/internal/media/dispatcher/23528/preview,,The Avery Brundage Collection,B69M15,2026-06-03,1,,,装饰艺术,漆,漆,,
5875,酒杯,Wine cup,400-200 BCE,4,Decorative Arts,Lacquer; Red and black wood core,Lacquer; Red and black wood core,"H. 4 1/4 in x W. 6 1/4 in, H. 10.8 cm x W. 15.9 cm",2,,https://searchcollection.asianart.org/objects/4726/wine-cup?ctx=43dbceaa015594bbfac939d4e026e8160e489cb3&idx=2688,https://searchcollection.asianart.org/internal/media/dispatcher/23525/preview,,The Avery Brundage Collection,B69M13,2026-06-03,1,,,装饰艺术,漆；红黑木纹芯,漆；红黑木纹芯,,
5876,带花卷轴的矮桌,Low table with flower scrolls,1200 - 1400,25,Decorative Arts,Black lacquer with gilded gold,Black lacquer with gilded gold,Overall: H. 4 1/8 in × W. 20 1/8 in × D. 11 1/16 in (10.5 cm × 51.1 cm × 28.1 cm),2,,https://searchcollection.asianart.org/objects/4729/low-table-with-flower-scrolls?ctx=43dbceaa015594bbfac939d4e026e8160e489cb3&idx=2691,https://searchcollection.asianart.org/internal/media/dispatcher/73961/preview,,Museum purchase,B77M17,2026-06-03,1,,,装饰艺术,黑漆镀金,黑漆镀金,,
5877,带金属边缘和高支架的龙虾,Lobed dish with metal rim and high stand,1127 - 1279,23,Decorative Arts,Black lacquer,Black lacquer,Overall: H. 2 11/16 in × W. 11 5/8 in × D. 11 3/4 in (6.8 cm × 29.5 cm × 29.8 cm),2,,https://searchcollection.asianart.org/objects/4730/lobed-dish-with-metal-rim-and-high-stand?ctx=43dbceaa015594bbfac939d4e026e8160e489cb3&idx=2692,https://searchcollection.asianart.org/internal/media/dispatcher/73170/preview,,Gift of M. Jean-Pierre Dubosc,B77M25,2026-06-03,1,,,装饰艺术,黑漆,黑漆,,
