object_id,title_zh,title_en,material,type,image_url,museum_id,dynasty_id,dynasty_name
2644,书法,calligraphy,折叠扇，装成相册页；纸上墨迹,,https://images.metmuseum.org/CRDImages/as/original/DP153884.jpg,1,27,清朝
2645,东园式景观,landscape in the manner of dong yuan,折叠扇，装成相册页；金纸上的墨水,,https://images.metmuseum.org/CRDImages/as/original/DP153840.jpg,1,26,明朝
2646,渔民景观,landscape with fisherman,折叠扇，装成相册页；金纸上的墨水,,https://images.metmuseum.org/CRDImages/as/original/DP153848.jpg,1,26,明朝
2647,孩子们玩耍,children playing,悬挂卷轴；丝绸上的墨水和颜色,,https://images.metmuseum.org/CRDImages/as/original/14_76_4-003.jpg,1,26,明朝
2648,皮带牌匾铸造模型,casting model for belt plaque,黏土,,https://images.metmuseum.org/CRDImages/as/original/DT11853.jpg,1,7,汉朝
2649,一百头水牛,one hundred water buffalo,手翻；纸上墨迹,,https://images.metmuseum.org/CRDImages/as/original/DP166575_CRD.jpg,1,21,宋朝
2650,一位女士的画像,portrait of a lady,悬挂卷轴；丝绸上的墨水,,https://images.metmuseum.org/CRDImages/as/original/29_100_476.JPG,1,25,元朝
2651,龙与山水,dragon and landscape,手翻；纸上墨迹,,https://images.metmuseum.org/CRDImages/as/original/DP200858_CRD.jpg,1,25,元朝
2652,卧马,recumbent horse,玉（软玉）,,https://images.metmuseum.org/CRDImages/as/original/257575.jpg,1,27,清朝
2653,观音菩萨,bodhisattva avalokiteshvara (guanyin),镀金砷青铜；失蜡铸件,,https://images.metmuseum.org/CRDImages/as/original/DP170154.jpg,1,21,宋朝
2654,河上的春节,spring festival on the river,手翻；丝绸上的墨水和颜色,,https://images.metmuseum.org/CRDImages/as/original/DP120039_CRD.jpg,1,27,清朝
2655,没有尽头的溪流和山脉,streams and mountains without end,手翻；丝绸上的墨水和颜色,,https://images.metmuseum.org/CRDImages/as/original/DP201351_CRD.jpg,1,27,清朝
2656,洞穴里的谈话,conversation in a cave,风扇安装成相册的叶子；丝绸上的墨水和颜色,,https://images.metmuseum.org/CRDImages/as/original/DP153499.jpg,1,21,宋朝
2657,鸟类景观,landscape with birds,悬挂卷轴；丝绸上的墨水和颜色,,https://images.metmuseum.org/CRDImages/as/original/47_18_55.jpg,1,26,明朝
2658,冬天的大雁,wild geese in winter,相册页；丝绸上的墨水和颜色,,https://images.metmuseum.org/CRDImages/as/original/DP153509.jpg,1,21,宋朝
2659,冬季景观,winter landscape,风扇安装成相册的叶子；丝绸上的墨水和颜色,,https://images.metmuseum.org/CRDImages/as/original/47_18_136_O2_sf.jpg,1,21,宋朝
2660,黑猫和水仙花,black cat and narcissus,悬挂卷轴；纸本水墨设色,,https://images.metmuseum.org/CRDImages/as/original/DT234041.jpg,1,27,清朝
2661,花园里的优雅聚会,elegant gathering in a garden,悬挂卷轴；丝绸上的墨水和颜色,,https://images.metmuseum.org/CRDImages/as/original/DP-37462-002.jpg,1,26,明朝
2662,月雪中的梅花,flowering plum in moonlight and snow,悬挂卷轴；丝绸上的墨水,,https://images.metmuseum.org/CRDImages/as/original/DP-37469-002.jpg,1,26,明朝
2663,菩萨,bodhisattva,有颜料和镀金痕迹的木材（毛地黄）；单木结构,,https://images.metmuseum.org/CRDImages/as/original/DP164027.jpg,1,20,辽朝
2664,鲜花蝴蝶扇,fan with flowers and butterflies,扇子：用彩纸粘在竹架上的平纹丝绸上；流苏：打结丝绸,,https://images.metmuseum.org/CRDImages/as/original/DP14324.jpg,1,27,清朝
2665,中国狮子与牡丹流水祈愿画,ema (votive painting) of a chinese lion and peony tree by flowing water,木板上的墨水、颜色和金箔,,https://images.metmuseum.org/CRDImages/as/original/LC-1975_268_139_cc-001.jpg,1,26,明朝
2666,中国狮子与牡丹的祈愿画,ema (votive painting) of chinese lion and peony tree,木头上的墨水和颜色,,https://images.metmuseum.org/CRDImages/as/original/DP-286-001.jpg,1,27,清朝
2667,佛教礼器的三脚架,three-footed stand (kongōban) for buddhist ritual implements,镀金青铜,,https://images.metmuseum.org/CRDImages/as/original/1975_268_171_F_sf.JPG,1,21,宋朝
2668,山水诗,landscapes with poems,专辑中的十五片叶子（1980.516.2a-c和1981.4.1a-o），共十八片叶子,,https://images.metmuseum.org/CRDImages/as/original/1981_4_1a.jpg,1,27,清朝
2669,从山亭看瀑布,viewing a waterfall from a mountain pavilion,悬挂卷轴；丝绸上的墨水和颜色,,https://images.metmuseum.org/CRDImages/as/original/1981_122_O.jpg,1,27,清朝
2670,湘源边山水,landscape dedicated to xiang yuanbian,悬挂卷轴；纸本水墨设色,,https://images.metmuseum.org/CRDImages/as/original/DP-29412-002.jpg,1,26,明朝
2671,白袍坎农,white-robed kannon,悬挂卷轴；丝绸上的墨水,,https://images.metmuseum.org/CRDImages/as/original/DP-36545-002.jpg,1,25,元朝
2672,花鸟,flowers and birds,六叶集；丝绸上的墨水和颜色,,https://images.metmuseum.org/CRDImages/as/original/DP-32361-001.jpg,1,27,清朝
2673,赵孟夫画像临摹,copy of a portrait of zhao mengfu,悬挂卷轴；丝绸上的墨水和颜色,,https://images.metmuseum.org/CRDImages/as/original/DP216663.jpg,1,27,清朝
2674,和林的雾和雨,mist and rain in helin,悬挂卷轴；纸上墨迹,,https://images.metmuseum.org/CRDImages/as/original/DP-30132-002.jpg,1,27,清朝
2675,把胜利的信息带到东山,bringing the message of victory to dongshan,悬挂卷轴；纸本水墨设色,,https://images.metmuseum.org/CRDImages/as/original/DT8381.jpg,1,27,清朝
2676,动物、花卉和鸟类,"animals, flowers and birds",八叶集；纸本水墨设色,,https://images.metmuseum.org/CRDImages/as/original/DP161418.jpg,1,27,清朝
2677,鹅脚灯,lamp with goose-foot stem,青铜,,https://images.metmuseum.org/CRDImages/as/original/1991_340.JPG,1,7,汉朝
2678,酒容器（边湖）,wine container (bianhu),镶嵌铜的青铜,,https://images.metmuseum.org/CRDImages/as/original/1992_130.JPG,1,2,周朝
2679,海边悬崖上的三名中国男子,group of three chinese men on a cliff by the sea,木版画；纸本水墨设色,,https://images.metmuseum.org/CRDImages/as/original/DP124550.jpg,1,27,清朝
2680,黄鹂和牡丹,chinese oriole and peonies,木版画；纸本水墨设色,,https://images.metmuseum.org/CRDImages/as/original/DP124554.jpg,1,27,清朝
2681,带有波浪和吉祥标志的瓶子,bottle with waves and auspicious emblems,透明釉下涂钴蓝色的石器,,https://images.metmuseum.org/CRDImages/as/original/DP-14609-017.jpg,1,25,元朝
2682,牡丹盘,plate with peonies,透明釉下涂钴蓝色的石器,,https://images.metmuseum.org/CRDImages/as/original/DP-14609-054.jpg,1,26,明朝
2683,丑身,kubera,青铜,,https://images.metmuseum.org/CRDImages/as/original/1987_142_349_243831.jpg,1,21,宋朝
2684,鸟牡丹卷轴瓶,bottle with birds and peony scroll,透明釉下涂钴蓝色的石器,,https://images.metmuseum.org/CRDImages/as/original/DT6789.jpg,1,26,明朝
2685,莲花碗,bowl with lotus,青瓷釉下雕花石器,,https://images.metmuseum.org/CRDImages/as/original/DP-14609-111.jpg,1,26,明朝
2686,项链,necklace,琥珀、玉石和银,,https://images.metmuseum.org/CRDImages/as/original/54_27_4.JPG,1,27,清朝
2687,伟大教师马尔帕的肖像,portrait of the great teacher marpa,青铜镶嵌铜和银；金塞,,https://images.metmuseum.org/CRDImages/as/original/DP100688.jpg,1,27,清朝
2688,马哈卡拉之子dkar,mahakala son-dkar,青铜,,https://images.metmuseum.org/CRDImages/as/original/48_30_13_142441.jpg,1,27,清朝
2689,两颗珠子,two beads,玉和银,,https://images.metmuseum.org/CRDImages/as/original/54_132_8_d2.JPG,1,27,清朝
2690,一串珠子,string of beads,玉和银,,https://images.metmuseum.org/CRDImages/as/original/54_132_7.JPG,1,27,清朝
2691,礼器柜,cabinet for ritual utensils,木头、铁上的漆和镀金,,https://images.metmuseum.org/CRDImages/as/original/DP102620.jpg,1,27,清朝
2692,坐着的塔拉,seated tara,干漆,,https://images.metmuseum.org/CRDImages/as/original/DP163976.jpg,1,26,明朝
2693,马陷阱的一部分,portion of a horse trapping,镀金青铜,,https://images.metmuseum.org/CRDImages/as/original/LC-1984_498_6.jpg,1,27,清朝
2694,带盖的盒子,box with cover,青铜,,https://images.metmuseum.org/CRDImages/as/original/29_110_10.JPG,1,27,清朝
2695,千手观音，观世音菩萨的宇宙形态,"thousand-armed chenresi, a cosmic form of the bodhisattva avalokiteshvara",布上的犬瘟热和金色,,https://images.metmuseum.org/CRDImages/as/original/DP-30186-001.jpg,1,25,元朝
2696,曼荼罗,hevajra mandala,布上的墨水和污渍,,https://images.metmuseum.org/CRDImages/as/original/LC-1982_225_at--001.jpg,1,26,明朝
2697,分散的达拉米手稿上的插图页,illuminated pages from a dispersed dharani manuscript,纸上的油墨和颜色,,https://images.metmuseum.org/CRDImages/as/original/1986_509_1ab_O.JPG,1,26,明朝
2698,弥勒菩萨，未来之佛,"the bodhisattva maitreya, buddha of the future",布料上的污渍,,https://images.metmuseum.org/CRDImages/as/original/23ar4_61B.jpg,1,20,辽朝
2699,古雅萨马哈周期的四个曼荼罗,four mandalas of the guhyasamaja cycle,布料上的污渍和墨水,,https://images.metmuseum.org/CRDImages/as/original/1989_236_8_O1.jpg,1,26,明朝
2700,永津坤寺：恩戈尔寺第七任住持,yong zin khon shogpel: seventh abbot of ngor monastary,布上的犬瘟热和金色,,https://images.metmuseum.org/CRDImages/as/original/DT5219.jpg,1,26,明朝
2701,喇嘛悬挂卷轴,hanging scroll of lama,悬挂卷轴；布料上的颜色和金色,,https://images.metmuseum.org/CRDImages/as/original/DP-37465-002.jpg,1,27,清朝
2702,文殊菩萨,manjushri,大麻的颜色和金色,,https://images.metmuseum.org/CRDImages/as/original/60_43_9.JPG,1,27,清朝
2703,唐卡与佛,thangka with buddha,布料上的污渍,,https://images.metmuseum.org/CRDImages/as/original/1971_26_2_O1.jpg,1,27,清朝
2704,大佛感恩,thanka with large buddha,布料上的污渍,,https://images.metmuseum.org/CRDImages/as/original/1971_24_2.JPG,1,27,清朝
2705,与佛感恩,thanka with buddha,布料上的污渍,,https://images.metmuseum.org/CRDImages/as/original/1971_24_1_O2.jpg,1,27,清朝
2706,宗喀巴,tsong khapa,布料上的污渍,,https://images.metmuseum.org/CRDImages/as/original/31_128_1_86148.jpg,1,27,清朝
2707,达摩鲁帕,mahasiddha damarupa,布料上的污渍,,https://images.metmuseum.org/CRDImages/as/original/31_128_2_O1.jpg,1,27,清朝
2708,金刚乘与他的配偶金刚乘,vajrabhairava with his consort vajravetali,布料上的污渍,,https://images.metmuseum.org/CRDImages/as/original/LC-31_128_3_at--002.jpg,1,27,清朝
2709,《罗陀脚下的克里希纳》：来自分散的《罗西卡波里亚》的一页,krishna at the feet of radha: page from a dispersed rasikapriya,纸上的墨水和不透明水彩,,https://images.metmuseum.org/CRDImages/as/original/DP152282.jpg,1,26,明朝
2710,英迪拉牧师马哈维拉的胚胎：卡尔帕苏特拉手稿对开本,indra reverences mahavira's embryo: folio from a kalpasutra manuscript,墨水、不透明水彩和纸上金色,,https://images.metmuseum.org/CRDImages/as/original/DP155006.jpg,1,7,汉朝
2711,佛塔中的佛,buddha within a stupa,在丝绸帆布上,,https://images.metmuseum.org/CRDImages/as/original/LC-30_76_286_housing--003_crop.jpg,1,26,明朝
2712,阿尔哈特·卡利卡,arhat kalika,布料上的污渍,,https://images.metmuseum.org/CRDImages/as/original/30_76_289.jpg,1,27,清朝
2713,佛像坐在莲花台上的唐卡,thangka with buddha seated on lotus pedestal,布料上的污渍,,https://images.metmuseum.org/CRDImages/as/original/LC-1971_25_1_housing--003_crop.jpg,1,27,清朝
2714,坐在莲花台上的佛,buddha seated on a lotus pedestal,布上的墨水、颜色和金色,,https://images.metmuseum.org/CRDImages/as/original/1970_298_3_O1.jpg,1,27,清朝
2715,喇嘛曼荼罗,lamaist mandala,悬挂卷轴；用油漆印刷,,https://images.metmuseum.org/CRDImages/as/original/51_156_2_O2.jpg,1,27,清朝
2716,头,head,带有镀金和油漆痕迹的灰泥,,https://images.metmuseum.org/CRDImages/as/original/1987_142_72_d1.JPG,1,18,唐朝
2717,佛首,head of buddha,有油漆痕迹的灰泥,,https://images.metmuseum.org/CRDImages/as/original/DP264118.jpg,1,10,六朝
2718,观世音菩萨,"seated avalokiteshvara, the buddha of infinite compassion",镀金铜合金,,https://images.metmuseum.org/CRDImages/as/original/DP170265.jpg,1,27,清朝
2719,拉莫骑驴,lha mo riding on a donkey,布料上的污渍,,https://images.metmuseum.org/CRDImages/as/original/DP259342.jpg,1,27,清朝
2720,萨达克沙里·洛克什瓦拉和塔拉出席的《般若波罗蜜多》手稿封面,manuscript cover with prajnaparamita attended by sadakshari lokeshvara and a tara,有镀金痕迹和颜色的木材,,https://images.metmuseum.org/CRDImages/as/original/DP-30663-001.jpg,1,26,明朝
2721,围裙上的一组珠子和两个铃铛,group of beads from an apron and two bells,骨；玻璃；铜,,https://images.metmuseum.org/CRDImages/as/original/1987_420_5_1-1210.JPG,1,27,清朝
2722,观音菩萨，无限慈悲的菩萨,"avalokiteshvara, the bodhisattva of infinite compassion",象牙,,https://images.metmuseum.org/CRDImages/as/original/DP251638.jpg,1,27,清朝
2723,模制微型佛塔,moulded miniature stupa (stupika),粘土和灰烬,,https://images.metmuseum.org/CRDImages/as/original/59133.jpg,1,26,明朝
2724,金刚乘,vajrabhairava,带有多色痕迹的黑色石头,,https://images.metmuseum.org/CRDImages/as/original/DP354041.jpg,1,26,明朝
2725,阿卡拉,acala,镀金绿泥石,,https://images.metmuseum.org/CRDImages/as/original/DP353632.jpg,1,21,宋朝
2726,马哈卡拉坐在皇家的舒适,mahakala seated in royal ease,多色石材,,https://images.metmuseum.org/CRDImages/as/original/37 DP310532R1_61D.jpg,1,21,宋朝
2727,密宗仪式围裙上的元素,element from a tantric ritual apron,骨头,,https://images.metmuseum.org/CRDImages/as/original/1991_423_10_F.jpg,1,27,清朝
2728,密宗仪式围裙上的两块牌匾，金纳里和莲花,"two plaques from a tantric ritual apron, kinnari, and lotus flower",骨头,,https://images.metmuseum.org/CRDImages/as/original/1987_424_20a_F.jpg,1,26,明朝
2729,带有骷髅的密宗仪式围裙上的牌匾,plaque from a tantric ritual apron with a skeleton,骨头,,https://images.metmuseum.org/CRDImages/as/original/1987_424_21_F.jpg,1,26,明朝
2730,密宗仪式围裙上代表查克拉桑瓦拉的牌匾,plaque from a tantric ritual apron representing chakrasamvara,骨头,,https://images.metmuseum.org/CRDImages/as/original/1985_398_2.jpg,1,27,清朝
2731,南境大佛拉特那桑巴瓦的佛教礼冠面板,"panel of a buddhist ritual crown with ratnasambhava, the transcendent buddha of the south",有多色痕迹的木头,,https://images.metmuseum.org/CRDImages/as/original/DP-14528-013.jpg,1,20,辽朝
2732,塔拉女神的二十一次喷发,twenty-one emanations of the goddess tara,多色石材,,https://images.metmuseum.org/CRDImages/as/original/DP252972.jpg,1,25,元朝
2733,克里希纳的首领（？）,head of krishna (?),石头,,https://images.metmuseum.org/CRDImages/as/original/DP309912.jpg,1,18,唐朝
2734,罗汉，佛教圣人,"an arhat, a buddhist saint",有颜色的石头,,https://images.metmuseum.org/CRDImages/as/original/DP102611.jpg,1,25,元朝
2735,释迦牟尼佛或东方的大佛,"buddha shakyamuni or akshobhya, the buddha of the east",镀金铜,,https://images.metmuseum.org/CRDImages/as/original/DT3859.jpg,1,20,辽朝
2736,罗汉,luohans,十八叶集；菩提树叶上的墨与色,,https://images.metmuseum.org/CRDImages/as/original/DP159091.jpg,1,27,清朝
2737,许愿牌匾,votive plaque,黏土,,https://images.metmuseum.org/CRDImages/as/original/30_32_75.JPG,1,21,宋朝
2738,菩萨环绕的佛陀,buddha surrounded by bodhisattvas,丝绸上的绿色和橙色,,https://images.metmuseum.org/CRDImages/as/original/30_76_282_O1.jpg,1,27,清朝
2739,祭祀容器,sacrificial container,镀金银、蓝宝石、红宝石、绿柱石、石英、青金石、珊瑚、贝壳和绿松石,,https://images.metmuseum.org/CRDImages/as/original/15_95_162_F.jpg,1,27,清朝
2740,坐佛,seated buddha,无釉陶器,,https://images.metmuseum.org/CRDImages/as/original/30_76_110_O1.jpg,1,27,清朝
2741,神像牌匾,votive tablet with deity,黏土,,https://images.metmuseum.org/CRDImages/as/original/30_76_134_O1.jpg,1,26,明朝
2742,有坐像的祈愿牌匾,votive plaque with seated figure,无釉陶器,,https://images.metmuseum.org/CRDImages/as/original/30_76_140_O1.jpg,1,26,明朝
2743,白色塔拉许愿牌,votive plaque with white tara,彩色镀金黑粘土,,https://images.metmuseum.org/CRDImages/as/original/30_76_143_O1.jpg,1,27,清朝
2744,中央面板或书籍封面,central panel or book cover,木头,,https://images.metmuseum.org/CRDImages/as/original/26_213_F_sf.jpg,1,26,明朝
2745,供奉三头神的牌匾,votive plaque with three-headed deity,黏土,,https://images.metmuseum.org/CRDImages/as/original/30_32_77.JPG,1,21,宋朝
2746,菩萨坐像牌匾,votive plaque with seated bodhisattva,黏土,,https://images.metmuseum.org/CRDImages/as/original/30_32_78.JPG,1,21,宋朝
2747,带有maitreya（？）的祈愿牌匾,votive plaque with maitreya(?),黏土,,https://images.metmuseum.org/CRDImages/as/original/30_32_85.JPG,1,26,明朝
2748,文殊菩萨牌匾（？）,votive plaque with manjushri(?),黏土,,https://images.metmuseum.org/CRDImages/as/original/30_32_83.JPG,1,26,明朝
2749,救济品的碎片,fragment of a relief,黏土,,https://images.metmuseum.org/CRDImages/as/original/LC-30_32_76_std-002.jpg,1,26,明朝
2750,胸的,pectoral,银和玉,,https://images.metmuseum.org/CRDImages/as/original/54_132_4.JPG,1,27,清朝
2751,佛塔形状的圣物箱,reliquary in the shape of a stupa,铜合金,,https://images.metmuseum.org/CRDImages/as/original/1987_142_144.jpg,1,18,唐朝
2752,莲花宝座上的年轻文殊,youthful manjushri on a lotus throne,铜合金,,https://images.metmuseum.org/CRDImages/as/original/DP170223.jpg,1,26,明朝
2753,坐着的绿色塔拉,seated green tara,青铜,,https://images.metmuseum.org/CRDImages/as/original/50_138_3.JPG,1,27,清朝
2754,坐观音菩萨（无限慈悲的菩萨）,seated avalokiteshvara (the bodhisattva of infinite compassion),青铜,,https://images.metmuseum.org/CRDImages/as/original/50_138_2.JPG,1,27,清朝
2755,坐在帕德马帕尼,seated padmapani,青铜,,https://images.metmuseum.org/CRDImages/as/original/50_138_1.JPG,1,27,清朝
2756,原始佛陀金刚,the primordial buddha vajradhara,镀金铜合金，镶嵌银丝、绿松石和半宝石,,https://images.metmuseum.org/CRDImages/as/original/DP-19529-001.jpg,1,26,明朝
2757,放射光环佛与曼陀罗,buddha with radiate halo and mandorla,黄铜,,https://images.metmuseum.org/CRDImages/as/original/DP138051.jpg,1,10,六朝
2758,坐式kubera,seated kubera,青铜,,https://images.metmuseum.org/CRDImages/as/original/24_174_5.JPG,1,27,清朝
2759,坐罗汉（佛教圣人）,seated arhat (buddhist saint),镀金青铜,,https://images.metmuseum.org/CRDImages/as/original/12_37_164.JPG,1,27,清朝
2760,站立的maitreya,standing maitreya,青铜,,https://images.metmuseum.org/CRDImages/as/original/12_37_165_12309.jpg,1,27,清朝
2761,坐姿,seated figure,镀金青铜,,https://images.metmuseum.org/CRDImages/as/original/48_30_16_142444.jpg,1,27,清朝
2762,仪式剑,ritual sword,镀金铁和镀金银,,https://images.metmuseum.org/CRDImages/as/original/1989_221.jpg,1,26,明朝
2763,坐着的塔拉，佛教救世主,"seated tara, the buddhist savior",镶嵌金银的铜合金,,https://images.metmuseum.org/CRDImages/as/original/1987_142_357_F2.jpg,1,25,元朝
2764,仪式香炉,ritual censer,镶金铁,,https://images.metmuseum.org/CRDImages/as/original/DP102619.jpg,1,26,明朝
2765,圣水瓶和挂毯盒,holy water bottle and tapestry case,瓶子：镀银铜；表壳：丝绸、金属线,,https://images.metmuseum.org/CRDImages/as/original/1982_286ab_229069.jpg,1,27,清朝
2766,佛塔,stupa,黄铜,,https://images.metmuseum.org/CRDImages/as/original/1982_460_4_230544.jpg,1,21,宋朝
2767,光晕的侧面元素,side element from a halo,镀金铜合金,,https://images.metmuseum.org/CRDImages/as/original/1992_193_2.JPG,1,26,明朝
2768,笔盒,pen case,镶金铁,,https://images.metmuseum.org/CRDImages/as/original/1992_257_1.JPG,1,26,明朝
2769,从净化炉中取出底座,base from a purification brazier,镶嵌金银的铁,,https://images.metmuseum.org/CRDImages/as/original/DP236514.jpg,1,26,明朝
2770,战争面具,war mask,铁、金、铜合金,,https://images.metmuseum.org/CRDImages/aa/original/LC-TR_432_2018-006.jpg,1,26,明朝
2771,耳环,earring,金与绿松石,,https://images.metmuseum.org/CRDImages/as/original/15_95_89_O.JPG,1,27,清朝
2772,女式耳环,woman's earring,金和绿松石,,https://images.metmuseum.org/CRDImages/as/original/15_95_91.jpg,1,27,清朝
2773,带链条的皮带,belt with attached chain,银和金，绿松石和红宝石,,https://images.metmuseum.org/CRDImages/as/original/DP-36004-001.jpg,1,27,清朝
2774,护身符盒,amulet case,黄金配宝石和半宝石,,https://images.metmuseum.org/CRDImages/as/original/15_95_172_O.JPG,1,27,清朝
2775,秋天沼泽上的月亮,moon over an autumn moor,最初是一个作为悬挂卷轴安装的风扇；镀金纸上的墨水、颜色和银色,,https://images.metmuseum.org/CRDImages/as/original/DP158827.jpg,1,26,明朝
2776,道教神仙老子,daoist immortal laozi,镀金铜合金,,https://images.metmuseum.org/CRDImages/as/original/DP156671.jpg,1,26,明朝
2777,横背椅,yokeback armchair,木材（黄花梨、降香）,,https://images.metmuseum.org/CRDImages/as/original/1997_92_O2_sf.jpg,1,27,清朝
2778,水生鸟类和卧姿动物纺织品,textile with aquatic birds and recumbent animal,丝绸挂毯,,https://images.metmuseum.org/CRDImages/as/original/DT4121.jpg,1,21,宋朝
2779,出庭女士,standing court lady,三色釉陶器,,https://images.metmuseum.org/CRDImages/as/original/1997_1_3.jpg,1,18,唐朝
2780,葫芦形瓶子（一对中的一个）,gourd-shaped bottle (one of a pair),青瓷釉瓷器（景德镇瓷器）,,https://images.metmuseum.org/CRDImages/as/original/DP-14609-119.jpg,1,27,清朝
2781,带把手的罐子,jar with handles,白滑纹黑釉石器（瓷州瓷）,,https://images.metmuseum.org/CRDImages/as/original/DP-14610-043.jpg,1,21,宋朝
2782,带有抽象花朵和叶子的瓶子,bottle with abstract flowers and leaves,透明釉下白底褐瓷（瓷州瓷）,,https://images.metmuseum.org/CRDImages/as/original/1997_1_10.jpg,1,25,元朝
2783,《乐游公园之歌》节选,excerpt from “song of leyou park”,作为悬挂卷轴安装的手卷的一部分；纸上墨迹,,https://images.metmuseum.org/CRDImages/as/original/DP-35702-002.jpg,1,21,宋朝
2784,住在高处,living aloft,悬挂卷轴；纸本水墨设色,,https://images.metmuseum.org/CRDImages/as/original/DP274197.jpg,1,26,明朝
2785,蓝绿色山水中的文人隐士,scholar-recluse in blue-green landscape,悬挂卷轴；丝绸上的墨水和颜色,,https://images.metmuseum.org/CRDImages/as/original/DT371470.jpg,1,26,明朝
2786,用动物和波浪装饰的水井,water well with decoration of animals and waves,石板,,https://images.metmuseum.org/CRDImages/as/original/LC-1997_268_001.jpg,1,27,清朝
2787,水禽植物装饰水井,water well with decoration of water fowl and plants,石板,,https://images.metmuseum.org/CRDImages/as/original/LC-1997_269_001.jpg,1,27,清朝
2788,钱包和男孩玩,purse with boys playing,纬面复合真丝斜纹布,,https://images.metmuseum.org/CRDImages/as/original/DT3985.jpg,1,20,辽朝
2789,珍珠圆形带角动物的纺织品,textile with horned animals in a pearl roundel,纬面复合真丝斜纹布,,https://images.metmuseum.org/CRDImages/as/original/DP271813.jpg,1,18,唐朝
2790,带有花卉装饰的异形瓷砖,shaped tile with floral decoration,釉下蓝饰瓷器,,https://images.metmuseum.org/CRDImages/as/original/DT4083.jpg,1,26,明朝
2791,边桌,side table,木材（黄花梨）,,https://images.metmuseum.org/CRDImages/as/original/DP260285.jpg,1,27,清朝
2792,坐在石窟里的罗汉,seated luohan (arhat) in a grotto,青金石,,https://images.metmuseum.org/CRDImages/as/original/DP275507.jpg,1,27,清朝
2793,四星神测米,rice measure with four constellation deities,雕刻红、绿、黑漆,,https://images.metmuseum.org/CRDImages/as/original/DT219097.jpg,1,26,明朝
2794,一对有花、鸟和诗的屏风,"pair of table screens with flowers, birds, and poems",象牙,,https://images.metmuseum.org/CRDImages/as/original/ASA5.jpg,1,27,清朝
2795,水禽形状的容器（福尊）,vessel in the shape of a waterfowl (fuzun),铜合金金银镶嵌,,https://images.metmuseum.org/CRDImages/as/original/DP-33023-001.jpg,1,26,明朝
2796,带龙的磁盘,disk with dragons,象牙,,https://images.metmuseum.org/CRDImages/as/original/DP310102.jpg,1,26,明朝
2797,湘山九长老,nine elders of mount xiang,皂石,,https://images.metmuseum.org/CRDImages/as/original/ASA32.jpg,1,27,清朝
2798,青铜容器形状的罐子（胡）,jar in the shape of bronze container (hu),铅绿釉陶器,,https://images.metmuseum.org/CRDImages/as/original/LC-29_100_160_whs-002.jpg,1,7,汉朝
2799,释迦牟尼菩萨（普贤）,bodhisattva samantabhadra (puxian),猛犸象牙,,https://images.metmuseum.org/CRDImages/as/original/DP170127.jpg,1,21,宋朝
2800,释迦牟尼佛与随行菩萨,buddha shakyamuni with attendant bodhisattvas,猛犸象牙,,https://images.metmuseum.org/CRDImages/as/original/DP170123.jpg,1,21,宋朝
2801,文昌，文学之神,"wenchang, stellar god of literature",象牙,,https://images.metmuseum.org/CRDImages/as/original/DP318649.jpg,1,26,明朝
2802,鱼形手柄香炉,incense burner with fish-shaped handles,铜合金,,https://images.metmuseum.org/CRDImages/as/original/DP-33020-001.jpg,1,26,明朝
2803,三角香炉,tripod incense burner,飞溅镀金铜合金,,https://images.metmuseum.org/CRDImages/as/original/DP-36990-001.jpg,1,27,清朝
2804,带动物面具手柄的香炉,incense burner with animal-mask handles,飞溅镀金铜合金,,https://images.metmuseum.org/CRDImages/as/original/DP-33021-001.jpg,1,27,清朝
2805,波浪中有龙的碗,bowl with dragons amid waves,青瓷釉下雕花石器（越器）,,https://images.metmuseum.org/CRDImages/as/original/DP356176.jpg,1,19,五代
2806,无能管理者的花园,garden of the inept administrator,八叶集；纸上墨迹,,https://images.metmuseum.org/CRDImages/as/original/DP235628_CRD.jpg,1,26,明朝
2807,中国文人苏轼与陶潜山水,landscapes with the chinese literati su shi and tao qian,一对六片式折叠屏风；纸上的墨和金箔,,https://images.metmuseum.org/CRDImages/as/original/DP-14023-001.jpg,1,27,清朝
2808,欧洲妇女儿童鼻烟壶,snuff bottle with european woman and child,铜上的搪瓷,,https://images.metmuseum.org/CRDImages/as/original/DP295195.jpg,1,27,清朝
2809,四季景观,landscape of the four seasons,一对六片式折叠屏风；纸本水墨设色,,https://images.metmuseum.org/CRDImages/as/original/DT1605.jpg,1,26,明朝
2810,跪式公羊,kneeling ram,实木芯上的黑漆,,https://images.metmuseum.org/CRDImages/as/original/DP704269.jpg,1,7,汉朝
2811,荷叶边托盘,tray with lotus petal rim,漆,,https://images.metmuseum.org/CRDImages/as/original/DP704065.jpg,1,25,元朝
2812,刷子和盖子,brush and cover,黑色和金色雕刻朱砂漆,,https://images.metmuseum.org/CRDImages/as/original/DP704273.jpg,1,26,明朝
2813,牡丹菜,dish with peonies,剔红,,https://images.metmuseum.org/CRDImages/as/original/DP256079.jpg,1,25,元朝
2814,古里杯架,guri cupstand,黑漆,,https://images.metmuseum.org/CRDImages/as/original/DP704244.jpg,1,26,明朝
2815,古里漆杯,guri lacquer cup,红层黑漆,,https://images.metmuseum.org/CRDImages/as/original/DP704211.jpg,1,25,元朝
2816,学者四层包厢,four-tiered box with scholars,剔红,,https://images.metmuseum.org/CRDImages/as/original/DP704140.jpg,1,27,清朝
